email,gender,birth_date,annual_income,spending_score,subscribed_to_newsletter,last_purchase_date,customer_type
jenniferlopez@example.com,Female,1979-04-05,71418,29,True,2024-10-21 04:28:02.417332,Standard
ashleywheeler@example.org,Male,1985-09-22,73547,75,False,2023-11-14 04:28:02.417332,Standard
qfinley@example.org,Female,1995-08-18,83052,82,True,2024-06-13 04:28:02.417332,Standard
christinadavidson@example.org,Male,1982-02-03,47511,40,True,2023-05-13 04:28:02.417332,Budget
pburke@example.org,Male,1992-02-23,44222,31,False,2024-03-21 04:28:02.417332,Standard
smithsarah@example.net,Male,2003-07-18,66751,73,True,2023-10-08 04:28:02.417332,Budget
yschultz@example.net,Female,1995-01-08,65623,86,False,2024-02-26 04:28:02.417332,Standard
stephen65@example.net,Female,1989-03-09,66635,11,True,2023-05-30 04:28:02.417332,Budget
katie62@example.org,Male,1980-09-23,83339,81,True,2024-02-27 04:28:02.417332,Standard
zunigajulie@example.com,Male,1992-10-26,55170,97,True,2024-02-28 04:28:02.417332,Standard
whitney63@example.com,Male,2005-01-26,61392,62,True,2023-12-02 04:28:02.417332,Standard
pauljack@example.com,Male,1989-11-02,40294,75,False,2023-11-04 04:28:02.417332,Budget
diane33@example.net,Male,1989-07-16,87029,8,True,2025-03-09 04:28:02.417332,Standard
amy03@example.net,Male,1988-03-25,49951,51,False,2025-02-02 04:28:02.417332,Standard
phillipbarnes@example.com,Female,1979-01-19,50376,57,True,2024-08-05 04:28:02.417332,Standard
rking@example.com,Male,1978-09-23,49798,4,False,2024-05-26 04:28:02.417332,Standard
smcintyre@example.org,Male,1998-02-27,45326,36,True,2024-05-16 04:28:02.417332,Standard
christy57@example.com,Male,1997-11-09,44058,19,True,2023-05-31 04:28:02.417332,Budget
matthewkim@example.com,Other,2003-02-12,47144,24,True,2023-12-08 04:28:02.417332,Standard
tlozano@example.org,Female,1982-04-17,34513,41,True,2023-09-08 04:28:02.417332,Budget
nguyensarah@example.org,Female,1973-08-01,43220,49,False,2024-02-13 04:28:02.417332,Standard
davidschneider@example.net,Male,1994-07-08,84234,82,True,2024-05-15 04:28:02.417332,Premium
jmartinez@example.org,Female,1992-11-19,66034,97,False,2024-02-25 04:28:02.417332,Standard
buchanancharles@example.net,Male,1973-09-19,68888,46,True,2025-02-02 04:28:02.417332,Standard
carlarnold@example.com,Female,1984-03-10,72658,36,False,2025-02-08 04:28:02.417332,Standard
fthompson@example.net,Other,1984-12-19,82512,10,True,2025-01-28 04:28:02.417332,Standard
maryruiz@example.net,Female,2005-05-29,28428,78,False,2023-07-09 04:28:02.417332,Budget
colleennguyen@example.net,Female,1982-08-12,36551,7,True,2024-12-04 04:28:02.417332,Standard
smithrussell@example.net,Female,2001-11-15,42944,12,False,2024-06-20 04:28:02.417332,Standard
baileymatthew@example.com,Male,2004-07-11,47954,86,False,2025-03-15 04:28:02.417332,Standard
onealkristen@example.net,Other,1995-02-20,50491,91,False,2025-03-28 04:28:02.417332,Standard
sweber@example.org,Male,1998-01-11,48295,48,True,2024-03-06 04:28:02.417332,Standard
robertriddle@example.org,Female,1993-06-17,58289,37,True,2024-10-24 04:28:02.417332,Standard
gfisher@example.org,Male,2007-06-10,55529,75,True,2024-11-11 04:28:02.417332,Standard
ashley44@example.net,Male,1979-02-15,44157,36,False,2024-03-01 04:28:02.417332,Standard
bakererica@example.org,Male,1977-08-20,22366,60,False,2025-03-15 04:28:02.417332,Standard
david20@example.org,Male,2007-07-12,40106,77,True,2023-08-31 04:28:02.417332,Budget
hawkinsjohn@example.net,Male,1979-06-22,46761,96,True,2024-12-09 04:28:02.417332,Standard
juan81@example.com,Female,2000-03-19,51293,8,False,2023-10-16 04:28:02.417332,Budget
weaveranthony@example.com,Male,1980-03-05,38054,7,True,2023-10-18 04:28:02.417332,Standard
elainehays@example.com,Male,1991-02-21,47637,43,True,2023-12-28 04:28:02.417332,Standard
daltonward@example.net,Female,1989-11-25,38035,58,False,2023-08-01 04:28:02.417332,Budget
johnsonjeffrey@example.com,Male,1993-09-16,53112,81,False,2023-07-25 04:28:02.417332,Budget
wallacecatherine@example.net,Female,1976-04-18,38903,86,False,2024-06-20 04:28:02.417332,Standard
david61@example.net,Female,2005-08-09,42266,46,True,2025-03-28 04:28:02.417332,Standard
pamela69@example.org,Female,1982-12-23,35369,34,True,2024-11-24 04:28:02.417332,Standard
danaallen@example.com,Female,1976-12-15,52697,84,False,2023-06-01 04:28:02.417332,Budget
buckleygregory@example.com,Male,1981-12-19,42003,72,True,2023-11-20 04:28:02.417332,Standard
friedmanjeffrey@example.org,Female,1963-05-25,68601,22,True,2024-06-30 04:28:02.417332,Standard
callahanleslie@example.net,Male,1997-02-22,61087,91,False,2025-01-09 04:28:02.417332,Standard
loretta50@example.com,Male,1979-10-03,53952,98,False,2024-12-05 04:28:02.417332,Standard
john55@example.com,Female,1992-06-05,43037,21,True,2025-03-04 04:28:02.417332,Standard
smithemily@example.net,Male,1976-02-08,60707,15,True,2024-04-09 04:28:02.417332,Standard
natalie16@example.org,Female,1991-06-29,65360,5,True,2023-06-22 04:28:02.417332,Budget
david86@example.com,Female,1994-11-18,57140,17,True,2024-10-27 04:28:02.417332,Standard
craig15@example.com,Female,1974-10-27,79055,72,True,2025-03-02 04:28:02.417332,Premium
amcdonald@example.com,Other,1996-07-05,61894,19,True,2024-06-20 04:28:02.417332,
thompsondouglas@example.net,Male,2007-01-23,68704,5,True,2023-06-07 04:28:02.417332,Budget
amandaallen@example.net,Male,1997-07-18,57003,23,False,2024-05-01 04:28:02.417332,Standard
itaylor@example.com,Female,1982-12-16,65134,83,True,2023-09-10 04:28:02.417332,Budget
ethan77@example.org,Male,1974-09-11,43048,14,True,2024-05-24 04:28:02.417332,Standard
ibrown@example.com,Female,1988-11-12,48124,10,False,2023-08-12 04:28:02.417332,Budget
rodneygarcia@example.com,Female,1974-12-17,60240,31,True,2024-11-30 04:28:02.417332,Standard
ericgarcia@example.org,Female,2006-12-26,60131,13,False,2023-04-30 04:28:02.417332,Budget
ygarcia@example.com,Male,1996-09-24,62614,22,False,2024-03-27 04:28:02.417332,Standard
jschmidt@example.com,Male,1994-06-02,71505,37,False,2024-05-23 04:28:02.417332,Standard
joneskristi@example.com,Male,1991-10-13,33625,39,True,2025-03-05 04:28:02.417332,Standard
vasquezlaura@example.org,Male,1989-04-04,40383,10,True,2024-10-29 04:28:02.417332,Standard
laura48@example.com,Female,1982-08-02,58443,31,True,2024-08-15 04:28:02.417332,Standard
ryan54@example.org,Male,1995-11-12,44134,43,False,2023-10-01 04:28:02.417332,Budget
elaineedwards@example.org,Male,1989-09-27,105666,99,True,2025-03-27 04:28:02.417332,Standard
kirk38@example.com,Male,1990-12-09,62735,77,True,2023-12-16 04:28:02.417332,Standard
stephen25@example.net,Female,2002-09-12,53825,94,False,2024-05-19 04:28:02.417332,Standard
ewallace@example.com,Female,1991-11-05,47267,98,True,2024-08-20 04:28:02.417332,Standard
darlenerojas@example.org,Male,1991-11-09,47797,36,False,2025-02-28 04:28:02.417332,Standard
nicole90@example.com,Male,1992-03-12,55452,35,False,2025-01-03 04:28:02.417332,Standard
elizabethcarr@example.org,Male,1990-03-07,56679,68,False,2024-05-03 04:28:02.417332,Standard
olsonjessica@example.org,Male,1990-06-07,48149,55,True,2025-02-21 04:28:02.417332,Standard
patricia01@example.net,Female,1996-07-25,50902,68,True,2023-05-22 04:28:02.417332,Budget
ncampbell@example.com,Female,1975-03-16,75164,47,True,2024-03-23 04:28:02.417332,Standard
hartmanjessica@example.com,Male,2004-11-27,75767,6,True,2024-06-08 04:28:02.417332,Standard
martinezchristopher@example.net,Male,1999-01-05,58780,28,False,2024-03-05 04:28:02.417332,Standard
natalie65@example.com,Other,1957-07-14,34881,30,False,2025-03-15 04:28:02.417332,Standard
ginaglenn@example.org,Male,2003-02-11,63077,27,False,2023-10-23 04:28:02.417332,Budget
allenronald@example.com,Female,2007-05-03,78314,69,True,2024-11-21 04:28:02.417332,Standard
greenapril@example.com,Male,1982-01-09,75546,39,False,2024-06-16 04:28:02.417332,Standard
wjackson@example.com,Male,2007-03-05,66016,35,True,2024-09-05 04:28:02.417332,Standard
paul52@example.com,Male,1993-06-01,76336,44,True,2024-05-10 04:28:02.417332,Standard
matthew87@example.net,Female,1965-02-23,55800,15,False,2023-11-16 04:28:02.417332,Budget
bturner@example.org,Other,2007-08-24,64421,83,True,2024-06-27 04:28:02.417332,Standard
brian92@example.org,Male,2006-12-19,44788,94,False,2024-03-16 04:28:02.417332,Standard
markthompson@example.net,Male,2007-08-22,59383,32,True,2024-05-28 04:28:02.417332,Standard
jacksonglenda@example.net,Male,1980-01-14,74943,29,True,2024-06-29 04:28:02.417332,Standard
schmidtmegan@example.org,Male,1976-12-01,46158,63,True,2025-01-16 04:28:02.417332,Standard
luis11@example.com,Male,1997-09-08,42078,6,False,2024-06-08 04:28:02.417332,Standard
bassmelissa@example.org,Male,1982-01-13,56462,90,True,2024-03-20 04:28:02.417332,Standard
martinezchristina@example.org,Female,1974-07-30,51600,27,False,2024-01-25 04:28:02.417332,Standard
derek98@example.com,Male,1969-05-21,64737,99,False,2024-12-11 04:28:02.417332,Standard
dbarnett@example.com,Male,1993-04-28,48201,28,True,2025-01-20 04:28:02.417332,Standard
molinaanna@example.org,Other,2007-01-31,80776,5,False,2024-05-20 04:28:02.417332,Standard
amorrison@example.net,Male,2000-01-09,35654,41,False,2025-03-12 04:28:02.417332,Standard
debra93@example.com,Other,1996-03-09,73806,56,False,2024-09-26 04:28:02.417332,Standard
daniel13@example.org,Male,1993-12-31,43527,54,False,2024-12-02 04:28:02.417332,Standard
gina99@example.net,Female,1993-02-26,28060,80,True,2024-04-25 04:28:02.417332,Standard
michael47@example.org,Female,1976-10-16,58568,18,True,2023-06-19 04:28:02.417332,Budget
morrisjessica@example.net,Female,1975-08-03,51180,77,False,2024-06-02 04:28:02.417332,Standard
mezajustin@example.com,Other,1993-09-17,38355,43,True,2024-01-11 04:28:02.417332,Standard
harriskelly@example.net,Male,1977-06-12,29779,89,False,2023-04-17 04:28:02.417332,Budget
amendoza@example.net,Other,1986-04-19,54874,74,True,2023-04-12 04:28:02.417332,Budget
maureenmiller@example.com,Male,1990-09-04,69637,29,True,2023-11-23 04:28:02.417332,Standard
tmoore@example.net,Male,1980-07-31,63774,10,True,2023-10-29 04:28:02.417332,Budget
amymartinez@example.org,Male,1990-09-05,55850,6,True,2024-09-29 04:28:02.417332,Standard
andrewkelly@example.org,Female,1966-01-25,62182,80,True,2024-05-05 04:28:02.417332,Standard
vlucas@example.com,Male,2007-01-05,54591,89,False,2023-04-20 04:28:02.417332,Budget
corey61@example.org,Female,1997-06-19,33554,4,True,2023-09-04 04:28:02.417332,Standard
shannonkelly@example.org,Female,1992-09-14,33686,34,True,2024-04-17 04:28:02.417332,Standard
vanessa73@example.net,Female,1985-05-16,51952,83,True,2024-05-17 04:28:02.417332,Standard
joshua65@example.org,Female,1975-09-28,52590,33,True,2023-10-13 04:28:02.417332,Budget
wolfsarah@example.com,Male,1990-12-06,67764,4,True,2024-02-15 04:28:02.417332,Standard
vargasrobert@example.org,Male,2006-11-21,66359,44,False,2024-10-28 04:28:02.417332,Standard
allison84@example.org,Male,1980-09-04,64076,98,False,2023-06-21 04:28:02.417332,Budget
kterry@example.org,Male,1981-01-12,50795,76,False,2023-10-17 04:28:02.417332,Budget
bjackson@example.com,Male,2007-01-16,34290,31,True,2023-11-17 04:28:02.417332,Budget
kyle57@example.net,Male,1991-08-16,61181,80,True,2023-12-03 04:28:02.417332,Standard
jacksonwilliam@example.org,Male,2007-08-17,62877,66,False,2024-10-30 04:28:02.417332,Standard
vincent65@example.org,Other,1998-09-25,20000,58,True,2025-01-24 04:28:02.417332,Standard
westcatherine@example.net,Female,2001-01-20,42484,60,True,2023-11-27 04:28:02.417332,Standard
leblancmichael@example.com,Male,1980-11-01,44634,2,False,2025-02-20 04:28:02.417332,Standard
sheltonjoshua@example.com,Female,1989-01-01,56775,36,False,2023-10-23 04:28:02.417332,Budget
kkrueger@example.com,Male,2006-03-08,42949,70,True,2024-10-15 04:28:02.417332,Standard
castilloantonio@example.net,Male,1979-11-21,54427,60,True,2023-06-26 04:28:02.417332,Budget
jessica52@example.org,Female,2006-11-03,51841,23,True,2023-04-22 04:28:02.417332,Budget
mendozaandre@example.net,Male,1987-09-27,52612,47,True,2024-12-11 04:28:02.417332,Standard
bergerrandy@example.net,Male,2000-01-28,44254,46,True,2023-12-26 04:28:02.417332,Standard
hillmichele@example.org,Other,1994-11-18,45415,80,True,2025-02-09 04:28:02.417332,Standard
tcooper@example.net,Female,1984-05-02,38795,44,True,2023-06-23 04:28:02.417332,Budget
xnelson@example.org,Female,1984-09-03,60701,19,False,2024-07-21 04:28:02.417332,Standard
hillbrianna@example.org,Female,1974-05-16,63566,49,False,2023-07-15 04:28:02.417332,Budget
sosakenneth@example.net,Female,1991-03-24,43440,88,False,2024-10-26 04:28:02.417332,Standard
roytracey@example.net,Male,1987-02-05,77809,58,True,2024-06-06 04:28:02.417332,Standard
wbarrett@example.com,Male,1996-03-16,50280,91,True,2024-01-31 04:28:02.417332,Standard
dana76@example.net,Male,1988-08-25,77952,7,True,2024-05-30 04:28:02.417332,Standard
staffordjoseph@example.org,Male,1984-11-28,45368,94,True,2024-12-24 04:28:02.417332,Standard
rebecca41@example.com,Female,1991-11-23,24601,41,False,2024-12-02 04:28:02.417332,Standard
baileyann@example.org,Male,2007-03-12,61032,78,False,2023-08-09 04:28:02.417332,Budget
gregoryestrada@example.com,Other,1987-02-10,58728,15,True,2025-03-03 04:28:02.417332,Standard
jerry82@example.net,Other,1986-08-29,55515,76,True,2024-08-15 04:28:02.417332,Standard
rrodriguez@example.com,Female,1999-07-22,45366,53,True,2023-06-21 04:28:02.417332,Budget
kennetholiver@example.com,Female,2006-03-16,54481,93,True,2024-07-22 04:28:02.417332,Standard
martinjoshua@example.com,Female,1973-07-09,47331,23,True,2024-02-23 04:28:02.417332,Standard
sherryross@example.net,Male,1985-09-11,50464,77,True,2023-11-25 04:28:02.417332,Standard
jasonvazquez@example.com,Female,1993-05-16,67624,73,True,2025-03-02 04:28:02.417332,Standard
annecole@example.com,Male,2004-08-06,57763,88,True,2024-10-22 04:28:02.417332,Standard
alexishardy@example.org,Female,2000-05-29,64149,94,False,2024-01-26 04:28:02.417332,Standard
cooperwendy@example.net,Male,1974-11-04,51521,65,True,2024-10-28 04:28:02.417332,Standard
amber03@example.org,Female,1989-10-07,49869,60,False,2024-05-14 04:28:02.417332,Standard
deborahshepherd@example.com,Other,1996-12-23,37697,10,True,2023-07-13 04:28:02.417332,Standard
amiller@example.org,Male,1984-09-17,49449,58,False,2024-09-23 04:28:02.417332,Standard
woodbrandon@example.com,Male,2000-02-22,20000,47,True,2024-10-08 04:28:02.417332,Standard
ytaylor@example.org,Other,1972-03-22,46146,15,True,2023-11-02 04:28:02.417332,Budget
hbishop@example.com,Male,1974-04-08,53771,9,True,2023-10-26 04:28:02.417332,Budget
charles07@example.org,Female,1995-12-27,63455,13,True,2023-09-09 04:28:02.417332,Budget
holtdeborah@example.net,Female,1997-11-08,50969,23,True,2024-04-28 04:28:02.417332,Standard
david56@example.com,Male,2007-09-07,60215,33,True,2023-08-06 04:28:02.417332,Budget
arogers@example.org,Male,2006-10-26,22303,9,False,2024-05-18 04:28:02.417332,Budget
jillwilliams@example.org,Male,2007-05-28,54147,3,True,2024-12-12 04:28:02.417332,Standard
jennifer81@example.net,Female,1989-07-05,29807,94,True,2023-12-16 04:28:02.417332,Standard
taylornicole@example.net,Male,1994-08-02,36875,73,True,2025-03-16 04:28:02.417332,Standard
donna39@example.com,Female,2007-04-10,52192,25,True,2024-08-25 04:28:02.417332,Standard
anthonyrichardson@example.net,Male,1994-01-05,74143,88,False,2023-12-02 04:28:02.417332,Standard
kristin71@example.com,Female,1984-05-06,60568,96,False,2024-06-01 04:28:02.417332,Standard
jacksondakota@example.net,Female,1984-09-20,55273,71,True,2023-11-02 04:28:02.417332,Budget
shaun85@example.com,Other,2006-11-18,54707,36,True,2024-11-24 04:28:02.417332,Standard
graysherry@example.com,Male,1992-08-10,44295,89,False,2023-07-18 04:28:02.417332,Budget
racheljackson@example.org,Female,2007-01-04,46840,20,True,2025-03-09 04:28:02.417332,Standard
williamyoung@example.com,Female,1980-03-26,61410,81,False,2023-10-09 04:28:02.417332,Budget
obryant@example.com,Female,1981-07-23,34219,54,False,2024-11-21 04:28:02.417332,Standard
malonechristy@example.org,Other,2001-08-25,63895,100,False,2023-09-24 04:28:02.417332,Budget
qhughes@example.com,Male,2000-02-22,49172,90,True,2024-05-16 04:28:02.417332,Standard
armstrongmichael@example.net,Male,1996-01-19,67383,19,False,2023-11-22 04:28:02.417332,Standard
curtisveronica@example.org,Female,2007-02-01,69416,60,False,2023-04-14 04:28:02.417332,Budget
wcervantes@example.net,Male,1986-09-16,29903,37,False,2024-03-16 04:28:02.417332,Budget
rebeccaharrison@example.net,Female,1994-03-24,46276,3,True,2024-08-29 04:28:02.417332,Standard
mistyhartman@example.com,Female,1979-02-17,42167,92,False,2023-10-07 04:28:02.417332,Budget
ephillips@example.net,Male,2004-05-31,27809,86,False,2025-03-22 04:28:02.417332,Standard
johnosborne@example.com,Female,1998-01-13,39512,19,False,2025-01-10 04:28:02.417332,Standard
randall00@example.net,Male,2006-11-14,91618,53,True,2024-10-28 04:28:02.417332,Standard
harttammy@example.com,Female,2003-05-18,64142,46,False,2024-10-18 04:28:02.417332,Standard
fshaw@example.com,Female,2004-11-22,83759,80,False,2024-09-06 04:28:02.417332,Premium
lauragray@example.net,Other,1979-06-06,67436,56,True,2025-03-09 04:28:02.417332,Standard
matthew05@example.org,Male,1998-12-24,43872,70,True,2023-05-12 04:28:02.417332,Budget
cjohnson@example.net,Male,1989-06-16,49273,31,False,2024-05-05 04:28:02.417332,Standard
johnny98@example.com,Female,1994-11-16,63826,53,False,2023-09-18 04:28:02.417332,Budget
jaimebarker@example.org,Female,2006-09-21,61562,34,False,2023-10-31 04:28:02.417332,Budget
keithhernandez@example.net,Female,1993-02-21,46339,31,True,2023-11-08 04:28:02.417332,
duffymichael@example.org,Male,1983-10-01,32350,60,True,2023-07-30 04:28:02.417332,Budget
harveypaige@example.net,Male,2005-05-11,104316,11,True,2023-08-18 04:28:02.417332,Budget
xcooper@example.org,Male,1981-04-30,52882,100,False,2024-08-04 04:28:02.417332,Standard
shearebecca@example.com,Female,2001-02-24,50113,6,True,2024-10-03 04:28:02.417332,Standard
erin20@example.com,Male,1996-03-04,56700,27,False,2024-06-13 04:28:02.417332,Standard
tara84@example.com,Male,1984-04-23,51359,7,False,2025-01-09 04:28:02.417332,Standard
wagnerjennifer@example.org,Other,1998-09-10,56840,49,False,2023-09-14 04:28:02.417332,Budget
ryan52@example.org,Male,1990-06-05,74304,96,True,2025-01-02 04:28:02.417332,Premium
sherri13@example.org,Other,1993-12-11,53131,72,False,2024-01-19 04:28:02.417332,Standard
katherinewillis@example.org,Female,1989-01-31,37559,60,False,2023-04-18 04:28:02.417332,Budget
david08@example.net,Female,2007-09-24,52575,33,False,2023-10-07 04:28:02.417332,Budget
floresmichelle@example.net,Male,2007-06-21,48033,47,True,2024-09-21 04:28:02.417332,Standard
ebenson@example.net,Male,1983-06-26,76358,44,True,2023-12-01 04:28:02.417332,Standard
castillobrian@example.net,Female,1978-10-10,72566,79,False,2023-07-30 04:28:02.417332,Standard
tammywilson@example.net,Female,2001-04-06,56612,27,True,2024-04-18 04:28:02.417332,
uhansen@example.com,Female,1992-12-09,35818,94,False,2025-01-03 04:28:02.417332,
sosascott@example.net,Male,1987-05-21,36611,22,False,2024-11-30 04:28:02.417332,Budget
keith81@example.org,Female,1982-02-22,55226,47,False,2024-03-24 04:28:02.417332,Standard
ashleymontgomery@example.com,Female,2007-08-01,60044,93,True,2025-02-14 04:28:02.417332,Standard
elizabethreid@example.com,Female,2001-07-19,49380,48,False,2024-01-25 04:28:02.417332,Standard
marcus09@example.net,Female,1994-02-17,47797,30,True,2024-11-07 04:28:02.417332,Standard
felicia71@example.com,Female,1982-07-15,46108,2,True,2025-03-30 04:28:02.417332,Standard
rubiokathryn@example.com,Female,1961-04-15,54649,15,True,2023-10-20 04:28:02.417332,Budget
anthony68@example.net,Male,1992-11-22,20000,47,False,2024-05-23 04:28:02.417332,Standard
april92@example.com,Male,2007-05-11,38480,27,False,2024-05-10 04:28:02.417332,Budget
laurie16@example.com,Male,1985-11-26,45594,71,True,2025-01-11 04:28:02.417332,Standard
dnewman@example.net,Male,1975-07-12,73112,27,True,2024-10-31 04:28:02.417332,Standard
jason07@example.net,Male,1989-06-07,42792,85,False,2024-02-25 04:28:02.417332,Standard
wguerrero@example.org,Male,2001-01-02,57707,13,False,2023-12-01 04:28:02.417332,Standard
chapmanhannah@example.com,Male,1979-08-08,58398,55,False,2025-01-25 04:28:02.417332,Standard
vgay@example.net,Male,1982-11-12,74468,17,False,2025-01-03 04:28:02.417332,Standard
joseph96@example.net,Female,2003-02-28,73938,75,False,2024-11-18 04:28:02.417332,Premium
mariafriedman@example.org,Other,1986-03-31,54137,59,True,2024-09-12 04:28:02.417332,Standard
hford@example.net,Male,1979-06-26,47867,10,True,2024-01-30 04:28:02.417332,Standard
juan22@example.org,Other,1976-02-07,45042,33,True,2024-10-05 04:28:02.417332,Standard
bethsmith@example.com,Female,1991-08-12,51384,78,False,2024-04-28 04:28:02.417332,Standard
bhopkins@example.com,Male,1995-08-23,48489,37,True,2025-01-13 04:28:02.417332,Standard
curtis88@example.net,Male,1976-07-17,63304,8,False,2023-08-14 04:28:02.417332,Budget
rogercalhoun@example.net,Female,2005-08-27,61304,33,True,2023-10-17 04:28:02.417332,Budget
mayojoshua@example.com,Female,1985-04-10,63877,7,False,2024-03-20 04:28:02.417332,Standard
sethbennett@example.org,Female,2007-04-23,73889,34,False,2024-10-19 04:28:02.417332,Standard
hollybenton@example.com,Male,1978-02-08,82943,71,True,2023-10-10 04:28:02.417332,Standard
timothy89@example.org,Male,1993-11-18,56869,7,True,2023-05-06 04:28:02.417332,Budget
margaret47@example.com,Male,1975-06-08,71491,41,True,2024-10-29 04:28:02.417332,Standard
elizabeth07@example.net,Male,1985-03-16,49725,100,False,2024-11-30 04:28:02.417332,Standard
wellsphillip@example.org,Male,2005-01-10,72775,55,False,2023-08-12 04:28:02.417332,Budget
emily09@example.com,Male,1972-10-23,70922,7,False,2024-09-12 04:28:02.417332,Standard
angela29@example.net,Female,1972-07-17,70126,84,True,2025-02-21 04:28:02.417332,Premium
sthompson@example.com,Other,1980-05-18,56411,18,True,2024-10-15 04:28:02.417332,Standard
annebennett@example.net,Male,2000-06-05,44974,43,True,2025-01-22 04:28:02.417332,Standard
townsendmark@example.com,Other,1994-07-01,34082,78,True,2024-05-07 04:28:02.417332,Standard
john28@example.com,Male,1988-12-23,54399,40,True,2024-01-18 04:28:02.417332,Standard
richard10@example.com,Male,1999-05-26,77995,53,True,2024-02-28 04:28:02.417332,Standard
jamesramos@example.org,Male,1969-11-10,50352,14,True,2023-11-26 04:28:02.417332,Standard
shensley@example.org,Female,1988-11-24,66776,21,False,2024-04-13 04:28:02.417332,Standard
justinkim@example.org,Other,2007-07-31,67659,57,False,2024-05-09 04:28:02.417332,Standard
gjohnson@example.net,Female,1986-03-24,50744,91,True,2023-11-21 04:28:02.417332,Standard
ashley31@example.com,Male,1995-06-04,74745,46,False,2024-02-08 04:28:02.417332,Standard
john87@example.net,Female,1990-10-27,20000,26,True,2023-11-16 04:28:02.417332,Standard
carrieanderson@example.com,Male,1995-03-13,36658,91,True,2023-10-11 04:28:02.417332,Budget
porterbarry@example.com,Female,1981-03-16,41265,24,False,2024-04-22 04:28:02.417332,Standard
xhodges@example.org,Female,1976-12-15,42704,5,True,2023-06-29 04:28:02.417332,Budget
riveraangela@example.net,Male,1987-06-10,60043,42,True,2024-03-21 04:28:02.417332,Standard
laura07@example.org,Female,1995-05-18,59350,92,True,2024-06-11 04:28:02.417332,Standard
lisa18@example.com,Female,1990-10-26,60909,43,True,2024-06-18 04:28:02.417332,Standard
fowlervanessa@example.org,Male,1990-08-12,63941,32,False,2024-07-22 04:28:02.417332,Standard
rickylarson@example.com,Female,1999-12-06,40748,88,True,2024-01-24 04:28:02.417332,Standard
kjacobson@example.net,Male,1984-05-17,36727,6,True,2023-11-18 04:28:02.417332,Standard
amanda59@example.net,Female,1985-08-26,60944,74,False,2025-01-07 04:28:02.417332,Standard
rodgersgary@example.net,Female,1972-06-02,45546,67,True,2023-10-29 04:28:02.417332,Budget
tanya20@example.net,Female,1975-07-23,31442,7,True,2023-09-18 04:28:02.417332,Standard
candice50@example.org,Female,1998-10-18,69570,29,False,2023-11-06 04:28:02.417332,Budget
bethanysanders@example.net,Female,1981-09-10,75926,34,True,2023-11-03 04:28:02.417332,Budget
ronaldmoon@example.com,Male,2001-10-29,78357,7,False,2023-11-03 04:28:02.417332,Budget
austin03@example.net,Female,1982-03-15,57805,81,False,2023-11-22 04:28:02.417332,Standard
parkermegan@example.net,Male,1997-02-05,64388,77,True,2023-08-09 04:28:02.417332,Budget
xperez@example.org,Male,2003-04-05,75548,58,True,2024-10-22 04:28:02.417332,Standard
gloria82@example.net,Male,1987-05-04,45378,85,True,2023-06-05 04:28:02.417332,Budget
xlester@example.org,Male,2007-05-11,71660,31,False,2023-10-23 04:28:02.417332,Budget
lindahammond@example.com,Female,2006-10-29,59130,73,True,2024-04-02 04:28:02.417332,Standard
anthonyjacobs@example.org,Male,1992-10-18,68705,45,False,2023-10-06 04:28:02.417332,Budget
pcoleman@example.com,Female,1990-02-17,57791,47,False,2024-02-02 04:28:02.417332,Standard
pachecomichael@example.org,Male,1995-07-07,74443,77,False,2023-09-05 04:28:02.417332,
jenniferwhitaker@example.com,Male,2006-11-09,58352,81,False,2024-04-03 04:28:02.417332,Standard
johnsonjames@example.org,Female,2000-04-16,32740,72,False,2024-12-15 04:28:02.417332,Standard
johnmills@example.net,Male,1986-04-02,76778,73,False,2025-03-19 04:28:02.417332,Standard
danielsmelvin@example.net,Male,1984-09-08,40787,73,True,2025-03-10 04:28:02.417332,Standard
kerryschmitt@example.com,Female,1991-06-21,73795,40,False,2023-07-19 04:28:02.417332,Budget
lhayes@example.org,Male,1977-01-12,53646,30,False,2024-05-16 04:28:02.417332,Standard
james89@example.org,Female,1986-07-06,72640,62,True,2023-11-09 04:28:02.417332,Budget
connie63@example.net,Male,1999-07-21,72021,71,True,2023-05-31 04:28:02.417332,Standard
garytaylor@example.net,Male,1994-05-09,61452,17,False,2025-02-20 04:28:02.417332,Standard
nkelley@example.com,Female,2007-05-15,62628,5,True,2024-06-02 04:28:02.417332,Standard
angelsmith@example.com,Male,1992-02-19,61339,81,True,2023-06-16 04:28:02.417332,Budget
dwaynefisher@example.org,Male,1977-01-26,24792,1,True,2024-02-12 04:28:02.417332,Budget
thomas74@example.com,Male,1982-06-04,56774,80,False,2024-01-08 04:28:02.417332,Standard
hernandezchelsea@example.net,Male,1973-10-29,38259,81,True,2024-03-04 04:28:02.417332,Standard
alex66@example.net,Female,1994-02-25,57567,94,False,2023-06-07 04:28:02.417332,Budget
danny93@example.com,Male,1974-04-11,37855,31,True,2023-08-17 04:28:02.417332,Budget
dthomas@example.net,Female,1992-12-31,37225,35,True,2024-04-02 04:28:02.417332,Standard
ztorres@example.com,Female,1972-12-23,79074,72,True,2024-01-29 04:28:02.417332,Standard
rhart@example.com,Male,1991-09-09,71041,30,False,2024-11-01 04:28:02.417332,Standard
qsimmons@example.com,Other,1981-12-16,54937,85,False,2024-07-17 04:28:02.417332,Standard
